A31,A36,A46,A47,A63,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,landcover,random
"[[-0.09842368319876971, -0.10340638216070744, -0.11374086889657825, -0.08882737408688965, -0.07972318339100345], [-0.10340638216070744, -0.13016532103037293, -0.09842368319876971, -0.09356401384083046, -0.07111111111111111], [-0.09356401384083046, -0.10340638216070744, -0.11909265667051133, -0.09356401384083046, -0.08882737408688965], [-0.10340638216070744, -0.14769703960015382, -0.10340638216070744, -0.07972318339100345, -0.1085121107266436], [-0.1085121107266436, -0.13588619761630144, -0.11374086889657825, -0.08421376393694734, -0.08421376393694734]]","[[-0.17279507881584008, -0.1929104190695886, -0.21413302575932336, -0.16633602460592078, -0.16633602460592078], [-0.17937716262975778, -0.2069357939254133, -0.1929104190695886, -0.16000000000000003, -0.15378700499807765], [-0.17937716262975778, -0.2069357939254133, -0.17937716262975778, -0.15378700499807765, -0.14173010380622836], [-0.17279507881584008, -0.16000000000000003, -0.17937716262975778, -0.14173010380622836, -0.17279507881584008], [-0.19986159169550174, -0.17937716262975778, -0.17279507881584008, -0.0629911572472126, -0.07972318339100345]]","[[0.019930795847750864, 0.019930795847750864, 0.012056901191849288, 0.004982698961937716, 0.019930795847750864], [0.004982698961937716, 0.004982698961937716, -0.008858131487889272, -0.008858131487889272, 0.01574778931180315], [0.0271280276816609, 0.0271280276816609, -0.019930795847750864, 0.0015378700499807767, 0.0271280276816609], [0.03254133025759323, 0.012056901191849288, 0.019930795847750864, 0.03254133025759323, 0.019930795847750864], [0.01384083044982699, 0.01574778931180315, 0.0271280276816609, 0.07535563244905807, 0.06698961937716265]]","[[0.0015378700499807767, 0.01574778931180315, 0.022206843521722412, -0.010396001537870049, -0.017777777777777778], [0.012056901191849288, 0.0271280276816609, 0.05173394848135333, -0.0015378700499807767, -0.010396001537870049], [0.003014225297962322, 0.010396001537870049, 0.04822760476739715, 0.01384083044982699, -0.002214532871972318], [0.007443291041906958, 0.029773164167627833, 0.03254133025759323, 0.0271280276816609, 0.022206843521722412], [0.03254133025759323, 0.04822760476739715, 0.05911572472126105, 0.03254133025759323, 0.024605920799692427]]","[[0.03844675124951941, 0.05173394848135333, 0.041584006151480196, 0.03254133025759323, 0.022206843521722412], [0.019930795847750864, 0.05173394848135333, 0.05173394848135333, 0.0271280276816609, 0.008858131487889272], [0.017777777777777778, 0.041584006151480196, 0.07535563244905807, 0.03543252595155709, 0.029773164167627833], [0.022206843521722412, 0.08421376393694734, 0.05173394848135333, 0.017777777777777778, 0.0015378700499807767], [0.07535563244905807, 0.1085121107266436, 0.0629911572472126, 0.0271280276816609, 0.041584006151480196]]","[[0.2842999994754791, 0.322299987077713, 0.3424000144004822, 0.3424000144004822, 0.32339999079704285], [0.2775999903678894, 0.2802000045776367, 0.2865999937057495, 0.2865999937057495, 0.30250000953674316], [0.27709999680519104, 0.2870999872684479, 0.2603999972343445, 0.2603999972343445, 0.2827000021934509], [0.23770000040531158, 0.24279999732971191, 0.2775999903678894, 0.2775999903678894, 0.3237000107765198], [0.2232999950647354, 0.26579999923706055, 0.27129998803138733, 0.27129998803138733, 0.29429998993873596]]","[[0.21789999306201935, 0.25209999084472656, 0.2475000023841858, 0.2475000023841858, 0.25450000166893005], [0.22390000522136688, 0.24480000138282776, 0.2513999938964844, 0.2513999938964844, 0.26080000400543213], [0.2500999867916107, 0.2556999921798706, 0.24040000140666962, 0.24040000140666962, 0.2524000108242035], [0.2012999951839447, 0.21580000221729279, 0.23010000586509705, 0.23010000586509705, 0.2215999960899353], [0.20110000669956207, 0.23559999465942383, 0.23420000076293945, 0.23420000076293945, 0.210999995470047]]","[[0.20579999685287476, 0.2948000133037567, 0.2928999960422516, 0.2928999960422516, 0.3066999912261963], [0.35350000858306885, 0.34290000796318054, 0.3260999917984009, 0.3260999917984009, 0.29899999499320984], [0.2824999988079071, 0.3253999948501587, 0.3425000011920929, 0.3425000011920929, 0.3278000056743622], [0.17430000007152557, 0.3248000144958496, 0.35589998960494995, 0.35589998960494995, 0.359499990940094], [0.23399999737739563, 0.2621000111103058, 0.26030001044273376, 0.26030001044273376, 0.260699987411499]]","[[0.22290000319480896, 0.28439998626708984, 0.29100000858306885, 0.29100000858306885, 0.30410000681877136], [0.3483000099658966, 0.32839998602867126, 0.31150001287460327, 0.31150001287460327, 0.29030001163482666], [0.28040000796318054, 0.32280001044273376, 0.3264000117778778, 0.3264000117778778, 0.30090001225471497], [0.18199999630451202, 0.2937000095844269, 0.305400013923645, 0.305400013923645, 0.32589998841285706], [0.2529999911785126, 0.30880001187324524, 0.31679999828338623, 0.31679999828338623, 0.3273000121116638]]","[[0.23170000314712524, 0.29280000925064087, 0.2962000072002411, 0.2962000072002411, 0.29750001430511475], [0.3440000116825104, 0.3244999945163727, 0.30300000309944153, 0.30300000309944153, 0.2800999879837036], [0.30219998955726624, 0.3215000033378601, 0.3192000091075897, 0.3192000091075897, 0.3068999946117401], [0.19699999690055847, 0.2273000031709671, 0.22579999268054962, 0.22579999268054962, 0.29420000314712524], [0.2280000001192093, 0.2824000120162964, 0.2996000051498413, 0.2996000051498413, 0.30230000615119934]]","[[0.26570001244544983, 0.3230000138282776, 0.32350000739097595, 0.32350000739097595, 0.33719998598098755], [0.37220001220703125, 0.3452000021934509, 0.3276999890804291, 0.3276999890804291, 0.3098999857902527], [0.3240000009536743, 0.3409000039100647, 0.34450000524520874, 0.34450000524520874, 0.3407000005245209], [0.22300000488758087, 0.22619999945163727, 0.2540000081062317, 0.2540000081062317, 0.3391999900341034], [0.24369999766349792, 0.271699994802475, 0.2883000075817108, 0.2883000075817108, 0.29789999127388]]","[[0.3163999915122986, 0.3540000021457672, 0.3596999943256378, 0.3596999943256378, 0.38119998574256897], [0.39559999108314514, 0.3659999966621399, 0.3630000054836273, 0.3630000054836273, 0.3450999855995178], [0.3479999899864197, 0.35929998755455017, 0.374099999666214, 0.374099999666214, 0.38019999861717224], [0.24580000340938568, 0.2581999897956848, 0.30399999022483826, 0.30399999022483826, 0.41290000081062317], [0.25209999084472656, 0.2538999915122986, 0.287200003862381, 0.287200003862381, 0.42879998683929443]]","[[0.34779998660087585, 0.3711000084877014, 0.3743000030517578, 0.3743000030517578, 0.4023999869823456], [0.40619999170303345, 0.37619999051094055, 0.37630000710487366, 0.37630000710487366, 0.36149999499320984], [0.3589000105857849, 0.3686000108718872, 0.38830000162124634, 0.38830000162124634, 0.39590001106262207], [0.2671000063419342, 0.27239999175071716, 0.32199999690055847, 0.32199999690055847, 0.4375], [0.25060001015663147, 0.25839999318122864, 0.30790001153945923, 0.30790001153945923, 0.46369999647140503]]","[[0.3034999966621399, 0.35920000076293945, 0.38359999656677246, 0.38359999656677246, 0.3862000107765198], [0.4074000120162964, 0.38659998774528503, 0.39410001039505005, 0.39410001039505005, 0.34950000047683716], [0.352400004863739, 0.37040001153945923, 0.4018000066280365, 0.4018000066280365, 0.39410001039505005], [0.26080000400543213, 0.3188000023365021, 0.3434000015258789, 0.3434000015258789, 0.45820000767707825], [0.26080000400543213, 0.29739999771118164, 0.31850001215934753, 0.31850001215934753, 0.46889999508857727]]","[[0.34929999709129333, 0.37049999833106995, 0.3797999918460846, 0.3797999918460846, 0.40380001068115234], [0.4023999869823456, 0.37869998812675476, 0.3799999952316284, 0.3799999952316284, 0.36550000309944153], [0.361299991607666, 0.3693999946117401, 0.3910999894142151, 0.3910999894142151, 0.4016000032424927], [0.274399995803833, 0.2728999853134155, 0.32440000772476196, 0.32440000772476196, 0.4544999897480011], [0.23180000483989716, 0.2540999948978424, 0.3125999867916107, 0.3125999867916107, 0.48750001192092896]]",0,0.23553311783814967
"[[-0.14769703960015382, -0.11374086889657825, -0.14769703960015382, -0.17279507881584008, -0.17279507881584008], [-0.10340638216070744, -0.10340638216070744, -0.11374086889657825, -0.11909265667051133, -0.14769703960015382], [-0.08421376393694734, -0.11909265667051133, -0.11909265667051133, -0.1085121107266436, -0.11909265667051133], [-0.08421376393694734, -0.11374086889657825, -0.11374086889657825, -0.10340638216070744, -0.13016532103037293], [-0.08421376393694734, -0.11374086889657825, -0.14173010380622836, -0.14173010380622836, -0.15378700499807765]]","[[-0.19986159169550174, -0.1929104190695886, -0.1929104190695886, -0.21413302575932336, -0.17937716262975778], [-0.15378700499807765, -0.16633602460592078, -0.2069357939254133, -0.2364628988850442, -0.2288965782391388], [-0.14769703960015382, -0.17279507881584008, -0.1929104190695886, -0.2288965782391388, -0.2364628988850442], [-0.14769703960015382, -0.16000000000000003, -0.19986159169550174, -0.2069357939254133, -0.19986159169550174], [-0.14769703960015382, -0.16000000000000003, -0.16633602460592078, -0.16633602460592078, -0.14769703960015382]]","[[0.0005536332179930795, 0.012056901191849288, -0.010396001537870049, -0.0271280276816609, -0.03543252595155709], [-0.024605920799692427, 0.01384083044982699, -0.008858131487889272, -0.0005536332179930795, -0.019930795847750864], [0.024605920799692427, -0.01384083044982699, -0.017777777777777778, 0.007443291041906958, 0.01574778931180315], [0.07972318339100345, 0.019930795847750864, 0.004982698961937716, 0.008858131487889272, 0.019930795847750864], [0.08421376393694734, 0.006151480199923107, 0.024605920799692427, 0.03254133025759323, 0.017777777777777778]]","[[-0.003936947327950788, -0.06698961937716265, -0.06698961937716265, -0.08421376393694734, -0.07535563244905807], [-0.01384083044982699, -0.05536332179930796, -0.08421376393694734, -0.11909265667051133, -0.14173010380622836], [-0.0629911572472126, -0.03254133025759323, -0.04822760476739715, -0.1085121107266436, -0.13588619761630144], [-0.03543252595155709, -0.06698961937716265, -0.08421376393694734, -0.09356401384083046, -0.11909265667051133], [-0.04822760476739715, -0.029773164167627833, -0.05911572472126105, -0.1085121107266436, -0.14769703960015382]]","[[-0.07972318339100345, -0.08421376393694734, -0.09356401384083046, -0.07111111111111111, -0.024605920799692427], [-0.01574778931180315, -0.06698961937716265, -0.07111111111111111, -0.05536332179930796, -0.024605920799692427], [-0.03844675124951941, -0.05536332179930796, -0.06698961937716265, -0.05536332179930796, -0.041584006151480196], [-0.041584006151480196, -0.08882737408688965, -0.07535563244905807, -0.04822760476739715, -0.01574778931180315], [-0.06698961937716265, -0.03844675124951941, -0.0271280276816609, -0.05536332179930796, -0.03844675124951941]]","[[0.18998000025749207, 0.21453750133514404, 0.2791000008583069, 0.26762500405311584, 0.271340012550354], [0.17627499997615814, 0.2053142786026001, 0.26452499628067017, 0.26893332600593567, 0.2700916528701782], [0.16606000065803528, 0.2103416621685028, 0.23381666839122772, 0.22978749871253967, 0.23240000009536743], [0.16231666505336761, 0.22050000727176666, 0.26037999987602234, 0.2558000087738037, 0.26775556802749634], [0.16234000027179718, 0.18603333830833435, 0.16279999911785126, 0.17679999768733978, 0.1905124932527542]]","[[0.12097500264644623, 0.12334000319242477, 0.17402499914169312, 0.1639833301305771, 0.17155000567436218], [0.08806666731834412, 0.11516249924898148, 0.15476666390895844, 0.16144999861717224, 0.16611666977405548], [0.078166663646698, 0.12354286015033722, 0.13830000162124634, 0.13292500376701355, 0.13452500104904175], [0.07624000310897827, 0.1301800012588501, 0.15464000403881073, 0.14701999723911285, 0.15985624492168427], [0.07952000200748444, 0.09528571367263794, 0.08027499914169312, 0.09179999679327011, 0.11289999634027481]]","[[0.050771430134773254, 0.04854999855160713, 0.06264666467905045, 0.05846000090241432, 0.07000333070755005], [0.04203333333134651, 0.0478999987244606, 0.06233749911189079, 0.05914999917149544, 0.06391999870538712], [0.03662857040762901, 0.049320001155138016, 0.05014000087976456, 0.05153333395719528, 0.05790000036358833], [0.042899999767541885, 0.050733331590890884, 0.05838000029325485, 0.0674000009894371, 0.07429999858140945], [0.04223333299160004, 0.04255000129342079, 0.046416666358709335, 0.047579165548086166, 0.0533749982714653]]","[[0.06480000168085098, 0.06941875070333481, 0.08965714275836945, 0.0833333358168602, 0.09009999781847], [0.048700001090765, 0.06394000351428986, 0.08203999698162079, 0.0823500007390976, 0.08292499929666519], [0.048920001834630966, 0.06647142767906189, 0.06960500031709671, 0.06920000165700912, 0.07419999688863754], [0.046174999326467514, 0.0722000002861023, 0.08143333345651627, 0.0829399973154068, 0.08971666544675827], [0.04910000041127205, 0.05824999883770943, 0.05790000036358833, 0.059442855417728424, 0.06899166852235794]]","[[0.05790000036358833, 0.05716999992728233, 0.08040908724069595, 0.07386470586061478, 0.08862221986055374], [0.042899999767541885, 0.05705999955534935, 0.06713846325874329, 0.07178571075201035, 0.07976000010967255], [0.035100001841783524, 0.057216666638851166, 0.06422500312328339, 0.05814545601606369, 0.06633999943733215], [0.03507142886519432, 0.06418333202600479, 0.08128750324249268, 0.07726363837718964, 0.08941999822854996], [0.037778571248054504, 0.043779999017715454, 0.04190000146627426, 0.0430000014603138, 0.05752500146627426]]","[[0.09651999920606613, 0.10653749853372574, 0.13606666028499603, 0.12714999914169312, 0.1350555568933487], [0.08604999631643295, 0.10422000288963318, 0.12422727048397064, 0.12324749678373337, 0.12770000100135803], [0.08153333514928818, 0.10515714436769485, 0.10811666399240494, 0.11067499965429306, 0.11381111294031143], [0.07537499815225601, 0.1117125004529953, 0.1280272752046585, 0.124979168176651, 0.13923749327659607], [0.07320000231266022, 0.09000000357627869, 0.09040000289678574, 0.08980000019073486, 0.10253636538982391]]","[[0.20366999506950378, 0.22608333826065063, 0.24864999949932098, 0.2429649978876114, 0.2504250109195709], [0.22474166750907898, 0.23080000281333923, 0.24713332951068878, 0.23662500083446503, 0.23935000598430634], [0.21987678110599518, 0.23093749582767487, 0.2224285751581192, 0.21359999477863312, 0.2183433324098587], [0.20998333394527435, 0.23890000581741333, 0.24423334002494812, 0.22076666355133057, 0.24970833957195282], [0.20819999277591705, 0.21141666173934937, 0.21565000712871552, 0.22154000401496887, 0.23756666481494904]]","[[0.2453400045633316, 0.26516249775886536, 0.2862749993801117, 0.2829333245754242, 0.29046666622161865], [0.2632000148296356, 0.2711000144481659, 0.29241427779197693, 0.2785666584968567, 0.27843332290649414], [0.2692500054836273, 0.2737500071525574, 0.2611333429813385, 0.25429999828338623, 0.2538999915122986], [0.26213333010673523, 0.285828560590744, 0.2894541621208191, 0.26342499256134033, 0.28972500562667847], [0.25726667046546936, 0.25929999351501465, 0.25571998953819275, 0.26660001277923584, 0.2701374888420105]]","[[0.2601666748523712, 0.28558000922203064, 0.3136500120162964, 0.3104250133037567, 0.3057999908924103], [0.2888166606426239, 0.2930000126361847, 0.31593334674835205, 0.30169999599456787, 0.3013499975204468], [0.29338571429252625, 0.300209105014801, 0.2772499918937683, 0.27166667580604553, 0.2812725007534027], [0.2779749929904938, 0.2980000078678131, 0.30683332681655884, 0.27967143058776855, 0.30601251125335693], [0.2776666581630707, 0.28273332118988037, 0.2754400074481964, 0.2845799922943115, 0.2901250123977661]]","[[0.2760666608810425, 0.3012999892234802, 0.32385000586509705, 0.3223249912261963, 0.32493332028388977], [0.3005400002002716, 0.3011666536331177, 0.32444998621940613, 0.3172999918460846, 0.3100999891757965], [0.30425000190734863, 0.31239333748817444, 0.2972666621208191, 0.29205000400543213, 0.295974999666214], [0.29676249623298645, 0.3154333233833313, 0.3247250020503998, 0.30143749713897705, 0.31334999203681946], [0.28222501277923584, 0.29249998927116394, 0.28964999318122864, 0.30022498965263367, 0.3103249967098236]]",0,0.679004839320155
"[[-0.09842368319876971, -0.11374086889657825, -0.14173010380622836, -0.07535563244905807, -0.07535563244905807], [-0.08421376393694734, -0.09842368319876971, -0.11909265667051133, -0.05911572472126105, -0.05911572472126105], [-0.09842368319876971, -0.10340638216070744, -0.11374086889657825, -0.05536332179930796, -0.03844675124951941], [-0.08882737408688965, -0.13588619761630144, -0.11909265667051133, -0.05911572472126105, -0.0271280276816609], [-0.08421376393694734, -0.08882737408688965, -0.09356401384083046, -0.07535563244905807, -0.03543252595155709]]","[[-0.07535563244905807, -0.07111111111111111, -0.01384083044982699, 0.05911572472126105, 0.05911572472126105], [-0.08882737408688965, -0.08882737408688965, -0.008858131487889272, 0.017777777777777778, 0.017777777777777778], [-0.07535563244905807, -0.07111111111111111, -0.012056901191849288, 0.022206843521722412, -0.0015378700499807767], [-0.01384083044982699, 0.01574778931180315, 0.0629911572472126, 0.022206843521722412, 0.010396001537870049], [-0.017777777777777778, -0.024605920799692427, 0.01384083044982699, 0.029773164167627833, 0.01574778931180315]]","[[0.2364628988850442, 0.24415224913494812, 0.2761399461745483, 0.29287197231833906, 0.29287197231833906], [0.2519646289888504, 0.2519646289888504, 0.29287197231833906, 0.2761399461745483, 0.2761399461745483], [0.2679584775086506, 0.28444444444444444, 0.29287197231833906, 0.2761399461745483, 0.2679584775086506], [0.28444444444444444, 0.2679584775086506, 0.29287197231833906, 0.28444444444444444, 0.2761399461745483], [0.22145328719723184, 0.2288965782391388, 0.2519646289888504, 0.2761399461745483, 0.2761399461745483]]","[[-0.11909265667051133, -0.11374086889657825, -0.04822760476739715, 0.07535563244905807, 0.07535563244905807], [-0.11374086889657825, -0.11374086889657825, -0.06698961937716265, 0.044844290657439445, 0.044844290657439445], [-0.1085121107266436, -0.09356401384083046, -0.04822760476739715, 0.0271280276816609, 0.03254133025759323], [-0.03844675124951941, 0.017777777777777778, 0.03254133025759323, 0.044844290657439445, 0.041584006151480196], [-0.019930795847750864, -0.007443291041906958, 0.00024605920799692423, 0.044844290657439445, 0.04822760476739715]]","[[0.1085121107266436, 0.10340638216070744, 0.04822760476739715, 0.024605920799692427, 0.024605920799692427], [0.13016532103037293, 0.11909265667051133, 0.04822760476739715, 0.03844675124951941, 0.03844675124951941], [0.09356401384083046, 0.08421376393694734, 0.03844675124951941, 0.041584006151480196, 0.04822760476739715], [0.06698961937716265, 0.029773164167627833, -0.010396001537870049, 0.029773164167627833, 0.05173394848135333], [0.07535563244905807, 0.08421376393694734, 0.044844290657439445, 0.022206843521722412, 0.041584006151480196]]","[[0.2971999943256378, 0.29821667075157166, 0.29908332228660583, 0.26460000872612, 0.26356667280197144], [0.29440000653266907, 0.29362499713897705, 0.30373749136924744, 0.2849999964237213, 0.27160000801086426], [0.2882583439350128, 0.29383501410484314, 0.2999500036239624, 0.2838999927043915, 0.2713181674480438], [0.28461000323295593, 0.30364999175071716, 0.29624998569488525, 0.27546000480651855, 0.26460000872612], [0.30774998664855957, 0.3088499903678894, 0.3139500021934509, 0.28261667490005493, 0.26330000162124634]]","[[0.27709999680519104, 0.27869999408721924, 0.2770625054836273, 0.20523999631404877, 0.19485832750797272], [0.27422499656677246, 0.27445000410079956, 0.2755124866962433, 0.2171500027179718, 0.1973000019788742], [0.2718749940395355, 0.2782999873161316, 0.2712250053882599, 0.21279999613761902, 0.19519999623298645], [0.23385000228881836, 0.24237500131130219, 0.24785000085830688, 0.20126666128635406, 0.1894499957561493], [0.25226667523384094, 0.25784167647361755, 0.2676571309566498, 0.21917499601840973, 0.20542499423027039]]","[[0.18556666374206543, 0.18432499468326569, 0.20135000348091125, 0.2186499983072281, 0.21850000321865082], [0.19075000286102295, 0.20024999976158142, 0.20042499899864197, 0.20759999752044678, 0.20497499406337738], [0.18732500076293945, 0.18837499618530273, 0.187950000166893, 0.24740000069141388, 0.2293500006198883], [0.16467499732971191, 0.16952499747276306, 0.18912500143051147, 0.23822499811649323, 0.21320000290870667], [0.16198332607746124, 0.16807499527931213, 0.16037499904632568, 0.19042499363422394, 0.20360000431537628]]","[[0.17842499911785126, 0.17900000512599945, 0.20559999346733093, 0.22322499752044678, 0.2175000011920929], [0.18539999425411224, 0.20842500030994415, 0.20900000631809235, 0.2113499939441681, 0.21089999377727509], [0.1845249980688095, 0.19877499341964722, 0.1992499977350235, 0.25060001015663147, 0.24240000545978546], [0.16567499935626984, 0.17114999890327454, 0.19235000014305115, 0.23510000109672546, 0.2125750035047531], [0.16910000145435333, 0.17550000548362732, 0.1693750023841858, 0.19837500154972076, 0.20818333327770233]]","[[0.22550000250339508, 0.22579999268054962, 0.22130000591278076, 0.2298250049352646, 0.2300499975681305], [0.21389999985694885, 0.2268500030040741, 0.2368749976158142, 0.23479999601840973, 0.2359749972820282], [0.20604999363422394, 0.22707499563694, 0.23544999957084656, 0.2744249999523163, 0.2663249969482422], [0.21433334052562714, 0.2325499951839447, 0.22425000369548798, 0.24586667120456696, 0.22857500612735748], [0.2037999927997589, 0.23475000262260437, 0.23029999434947968, 0.2357500046491623, 0.23596666753292084]]","[[0.24922500550746918, 0.24799999594688416, 0.24490000307559967, 0.25360000133514404, 0.25768333673477173], [0.24079999327659607, 0.24864999949932098, 0.2641499936580658, 0.25277501344680786, 0.25734999775886536], [0.22856666147708893, 0.24785000085830688, 0.2673499882221222, 0.30457499623298645, 0.29466667771339417], [0.24951666593551636, 0.26946666836738586, 0.2498999983072281, 0.28052499890327454, 0.2608416676521301], [0.23906666040420532, 0.25780001282691956, 0.25589999556541443, 0.26829999685287476, 0.2642500102519989]]","[[0.2755666673183441, 0.2732999920845032, 0.27367499470710754, 0.29954999685287476, 0.3016499876976013], [0.26633334159851074, 0.2715499997138977, 0.29249998927116394, 0.3049499988555908, 0.2934750020503998], [0.25538334250450134, 0.26974165439605713, 0.28712499141693115, 0.3123374879360199, 0.30755001306533813], [0.273250013589859, 0.2924000024795532, 0.29036667943000793, 0.3156000077724457, 0.30356666445732117], [0.3170500099658966, 0.3346500098705292, 0.3227750062942505, 0.310699999332428, 0.310699999332428]]","[[0.30445000529289246, 0.3060833215713501, 0.30447500944137573, 0.3470124900341034, 0.3447999954223633], [0.2997500002384186, 0.29967498779296875, 0.31404998898506165, 0.35545000433921814, 0.3567749857902527], [0.2906999886035919, 0.29282501339912415, 0.3135499954223633, 0.3642333447933197, 0.3538999855518341], [0.3010416626930237, 0.3182666599750519, 0.3130500018596649, 0.3452000021934509, 0.33489999175071716], [0.35557499527931213, 0.36195001006126404, 0.3770500123500824, 0.36285001039505005, 0.34722501039505005]]","[[0.33342498540878296, 0.33344998955726624, 0.3319000005722046, 0.35907500982284546, 0.3476000130176544], [0.3200500011444092, 0.32452499866485596, 0.33863332867622375, 0.37735000252723694, 0.3831000030040741], [0.3252750039100647, 0.3284749984741211, 0.33342498540878296, 0.3698500096797943, 0.37985000014305115], [0.336650013923645, 0.3487333357334137, 0.3552083373069763, 0.37244999408721924, 0.36652499437332153], [0.39469999074935913, 0.38815000653266907, 0.400424987077713, 0.37796667218208313, 0.3737500011920929]]","[[0.3363249897956848, 0.33550000190734863, 0.3360750079154968, 0.360150009393692, 0.3641499876976013], [0.32522499561309814, 0.3259750008583069, 0.3303999900817871, 0.3835499882698059, 0.3801499903202057], [0.3188416659832001, 0.32167500257492065, 0.34096667170524597, 0.39739999175071716, 0.380950003862381], [0.33916667103767395, 0.34872499108314514, 0.3398374915122986, 0.3592750132083893, 0.3522999882698059], [0.40119999647140503, 0.3871999979019165, 0.4037500023841858, 0.3954249918460846, 0.37290000915527344]]",0,0.7108078721090912
