A31,A36,A46,A47,A63,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,landcover,random
"[[0.09842368319876971, 0.09842368319876971, 0.04822760476739715, 0.03844675124951941, 0.03844675124951941], [0.09356401384083046, 0.16633602460592078, 0.12456747404844293, 0.044844290657439445, 0.044844290657439445], [0.0271280276816609, 0.15378700499807765, 0.12456747404844293, 0.12456747404844293, 0.022206843521722412], [0.006151480199923107, 0.04822760476739715, 0.07972318339100345, 0.07972318339100345, 0.002214532871972318], [-0.019930795847750864, 0.01574778931180315, 0.008858131487889272, 0.008858131487889272, -0.019930795847750864]]","[[-0.044844290657439445, -0.10340638216070744, -0.12456747404844293, -0.13588619761630144, -0.13588619761630144], [-0.09356401384083046, -0.07535563244905807, 0.006151480199923107, 0.03844675124951941, 0.03844675124951941], [-0.09356401384083046, -0.07972318339100345, 0.0271280276816609, 0.0271280276816609, 0.08421376393694734], [-0.07111111111111111, -0.024605920799692427, 0.07972318339100345, 0.07972318339100345, 0.09356401384083046], [0.0629911572472126, 0.07972318339100345, 0.09842368319876971, 0.09842368319876971, 0.10340638216070744]]","[[-0.2069357939254133, -0.14769703960015382, -0.16000000000000003, -0.16000000000000003, -0.16000000000000003], [-0.17279507881584008, -0.16633602460592078, -0.16633602460592078, -0.17937716262975778, -0.17937716262975778], [-0.14173010380622836, -0.16633602460592078, -0.16633602460592078, -0.16633602460592078, -0.1929104190695886], [-0.15378700499807765, -0.14769703960015382, -0.16000000000000003, -0.16000000000000003, -0.186082276047674], [-0.17937716262975778, -0.16633602460592078, -0.16633602460592078, -0.16633602460592078, -0.17937716262975778]]","[[-0.11909265667051133, -0.08421376393694734, -0.006151480199923107, 0.03254133025759323, 0.03254133025759323], [-0.03254133025759323, -0.1085121107266436, -0.06698961937716265, 0.01384083044982699, 0.01384083044982699], [0.029773164167627833, -0.07972318339100345, -0.07972318339100345, -0.07972318339100345, 0.029773164167627833], [0.019930795847750864, -0.019930795847750864, -0.03844675124951941, -0.03844675124951941, 0.0629911572472126], [0.024605920799692427, -0.010396001537870049, 0.03543252595155709, 0.03543252595155709, 0.07972318339100345]]","[[0.044844290657439445, 0.010396001537870049, 0.07535563244905807, 0.07972318339100345, 0.07972318339100345], [0.0629911572472126, 0.002214532871972318, 0.07535563244905807, 0.12456747404844293, 0.12456747404844293], [0.09842368319876971, 0.03254133025759323, 0.07535563244905807, 0.07535563244905807, 0.14769703960015382], [0.11374086889657825, 0.07972318339100345, 0.08882737408688965, 0.08882737408688965, 0.15378700499807765], [0.1085121107266436, 0.08882737408688965, 0.11909265667051133, 0.11909265667051133, 0.13588619761630144]]","[[0.21819999814033508, 0.1737000048160553, 0.1370999962091446, 0.14339999854564667, 0.14339999854564667], [0.21050000190734863, 0.2320999950170517, 0.12620000541210175, 0.12309999763965607, 0.12309999763965607], [0.1446000039577484, 0.2184000015258789, 0.1290999948978424, 0.1290999948978424, 0.12759999930858612], [0.14319999516010284, 0.1386999934911728, 0.13899999856948853, 0.13899999856948853, 0.10350000113248825], [0.18060000240802765, 0.17710000276565552, 0.11029999703168869, 0.11029999703168869, 0.1428000032901764]]","[[0.16930000483989716, 0.13580000400543213, 0.11620000004768372, 0.11990000307559967, 0.11990000307559967], [0.15800000727176666, 0.23260000348091125, 0.11900000274181366, 0.1152999997138977, 0.1152999997138977], [0.11829999834299088, 0.2037999927997589, 0.11060000211000443, 0.11060000211000443, 0.1234000027179718], [0.11230000108480453, 0.12200000137090683, 0.13249999284744263, 0.13249999284744263, 0.09719999879598618], [0.1720000058412552, 0.17149999737739563, 0.10490000247955322, 0.10490000247955322, 0.13089999556541443]]","[[0.4327000081539154, 0.4277999997138977, 0.41440001130104065, 0.4634000062942505, 0.4634000062942505], [0.48969998955726624, 0.4106000065803528, 0.41909998655319214, 0.4708999991416931, 0.4708999991416931], [0.4106999933719635, 0.4081999957561493, 0.4147999882698059, 0.4147999882698059, 0.4799000024795532], [0.3747999966144562, 0.39469999074935913, 0.4140999913215637, 0.4140999913215637, 0.46540001034736633], [0.4449999928474426, 0.4284000098705292, 0.4203999936580658, 0.4203999936580658, 0.43970000743865967]]","[[0.382999986410141, 0.37139999866485596, 0.3555000126361847, 0.39559999108314514, 0.39559999108314514], [0.3856000006198883, 0.3361999988555908, 0.36910000443458557, 0.39079999923706055, 0.39079999923706055], [0.3644999861717224, 0.35019999742507935, 0.3538999855518341, 0.3538999855518341, 0.37229999899864197], [0.32749998569488525, 0.3594000041484833, 0.3637999892234802, 0.3637999892234802, 0.37369999289512634], [0.3790999948978424, 0.38260000944137573, 0.3628999888896942, 0.3628999888896942, 0.38350000977516174]]","[[0.3285999894142151, 0.3273000121116638, 0.30230000615119934, 0.3294999897480011, 0.3294999897480011], [0.3546000123023987, 0.3118000030517578, 0.2937000095844269, 0.3244999945163727, 0.3244999945163727], [0.3425999879837036, 0.3061000108718872, 0.30230000615119934, 0.30230000615119934, 0.3504999876022339], [0.3237999975681305, 0.3418000042438507, 0.3118000030517578, 0.3118000030517578, 0.3434000015258789], [0.35120001435279846, 0.3515999913215637, 0.34130001068115234, 0.34130001068115234, 0.3398999869823456]]","[[0.3382999897003174, 0.34279999136924744, 0.28540000319480896, 0.32089999318122864, 0.32089999318122864], [0.3628000020980835, 0.33059999346733093, 0.2712000012397766, 0.30730000138282776, 0.30730000138282776], [0.35190001130104065, 0.33480000495910645, 0.31310001015663147, 0.31310001015663147, 0.3458000123500824], [0.325300008058548, 0.37070000171661377, 0.303600013256073, 0.303600013256073, 0.34700000286102295], [0.3619000017642975, 0.3589000105857849, 0.34769999980926514, 0.34769999980926514, 0.3246999979019165]]","[[0.3662000000476837, 0.329800009727478, 0.27300000190734863, 0.32760000228881836, 0.32760000228881836], [0.3587999939918518, 0.33480000495910645, 0.3111000061035156, 0.3555999994277954, 0.3555999994277954], [0.3693000078201294, 0.3440000116825104, 0.30649998784065247, 0.30649998784065247, 0.3402000069618225], [0.3555999994277954, 0.3700000047683716, 0.29809999465942383, 0.29809999465942383, 0.3441999852657318], [0.36880001425743103, 0.3531000018119812, 0.3431999981403351, 0.3431999981403351, 0.3125999867916107]]","[[0.35899999737739563, 0.3091000020503998, 0.25699999928474426, 0.3199999928474426, 0.3199999928474426], [0.3594000041484833, 0.33980000019073486, 0.3407999873161316, 0.3490000069141388, 0.3490000069141388], [0.35280001163482666, 0.335999995470047, 0.30820000171661377, 0.30820000171661377, 0.3215000033378601], [0.3537999987602234, 0.36309999227523804, 0.3111000061035156, 0.3111000061035156, 0.3292999863624573], [0.3601999878883362, 0.3463999927043915, 0.3359000086784363, 0.3359000086784363, 0.30140000581741333]]","[[0.3483000099658966, 0.2865999937057495, 0.2467000037431717, 0.3075999915599823, 0.3075999915599823], [0.33809998631477356, 0.33959999680519104, 0.2782999873161316, 0.26930001378059387, 0.26930001378059387], [0.34139999747276306, 0.3325999975204468, 0.29989999532699585, 0.29989999532699585, 0.3127000033855438], [0.34470000863075256, 0.36090001463890076, 0.29159998893737793, 0.29159998893737793, 0.3165000081062317], [0.36559998989105225, 0.35600000619888306, 0.33959999680519104, 0.33959999680519104, 0.29750001430511475]]","[[0.3434999883174896, 0.2784000039100647, 0.289900004863739, 0.289000004529953, 0.289000004529953], [0.33570000529289246, 0.3264999985694885, 0.3280999958515167, 0.33320000767707825, 0.33320000767707825], [0.3334999978542328, 0.3221000134944916, 0.3057999908924103, 0.3057999908924103, 0.304500013589859], [0.34200000762939453, 0.3549000024795532, 0.31439998745918274, 0.31439998745918274, 0.31220000982284546], [0.3472000062465668, 0.3312999904155731, 0.3222000002861023, 0.3222000002861023, 0.29510000348091125]]",0,0.9614514773112572
"[[-0.13588619761630144, -0.12456747404844293, -0.13016532103037293, -0.13016532103037293, -0.13588619761630144], [-0.14173010380622836, -0.13588619761630144, -0.14173010380622836, -0.14173010380622836, -0.14769703960015382], [-0.16000000000000003, -0.16000000000000003, -0.16000000000000003, -0.16000000000000003, -0.15378700499807765], [-0.14769703960015382, -0.12456747404844293, -0.14173010380622836, -0.14173010380622836, -0.13588619761630144], [-0.14173010380622836, -0.11909265667051133, -0.11374086889657825, -0.11374086889657825, -0.11374086889657825]]","[[-0.22145328719723184, -0.19986159169550174, -0.21413302575932336, -0.21413302575932336, -0.19986159169550174], [-0.2069357939254133, -0.1929104190695886, -0.17937716262975778, -0.17937716262975778, -0.19986159169550174], [-0.22145328719723184, -0.2364628988850442, -0.2288965782391388, -0.2288965782391388, -0.2069357939254133], [-0.1929104190695886, -0.22145328719723184, -0.16000000000000003, -0.16000000000000003, -0.16633602460592078], [-0.14173010380622836, -0.14173010380622836, -0.17279507881584008, -0.17279507881584008, -0.14173010380622836]]","[[0.09356401384083046, 0.1085121107266436, 0.11374086889657825, 0.11374086889657825, 0.13016532103037293], [0.12456747404844293, 0.12456747404844293, 0.15378700499807765, 0.15378700499807765, 0.10340638216070744], [0.05536332179930796, 0.07535563244905807, 0.05911572472126105, 0.05911572472126105, 0.09356401384083046], [0.11909265667051133, 0.07111111111111111, 0.09356401384083046, 0.09356401384083046, 0.15378700499807765], [0.16633602460592078, 0.17279507881584008, 0.11909265667051133, 0.11909265667051133, 0.16633602460592078]]","[[0.0271280276816609, 0.0271280276816609, 0.029773164167627833, 0.029773164167627833, 0.006151480199923107], [0.007443291041906958, 0.007443291041906958, -6.151480199923106e-05, -6.151480199923106e-05, 0.03844675124951941], [0.07111111111111111, 0.07972318339100345, 0.11909265667051133, 0.11909265667051133, 0.09842368319876971], [0.044844290657439445, 0.09356401384083046, 0.10340638216070744, 0.10340638216070744, 0.017777777777777778], [0.003014225297962322, -0.008858131487889272, 0.06698961937716265, 0.06698961937716265, 0.03254133025759323]]","[[-0.041584006151480196, -0.029773164167627833, -0.03254133025759323, -0.03254133025759323, -0.022206843521722412], [-0.04822760476739715, -0.024605920799692427, -0.019930795847750864, -0.019930795847750864, -0.022206843521722412], [-0.010396001537870049, 0.007443291041906958, -0.012056901191849288, -0.012056901191849288, -0.019930795847750864], [-0.03844675124951941, 0.03254133025759323, -0.029773164167627833, -0.029773164167627833, -0.03543252595155709], [-0.044844290657439445, 0.003936947327950788, -0.01384083044982699, -0.01384083044982699, -0.05536332179930796]]","[[0.2549000084400177, 0.2500999867916107, 0.24320000410079956, 0.24320000410079956, 0.23549999296665192], [0.21639999747276306, 0.23149999976158142, 0.22470000386238098, 0.22470000386238098, 0.25440001487731934], [0.22769999504089355, 0.3093000054359436, 0.3458999991416931, 0.3458999991416931, 0.3206000030040741], [0.2703000009059906, 0.3499999940395355, 0.27390000224113464, 0.27390000224113464, 0.26330000162124634], [0.2669000029563904, 0.3019999861717224, 0.2483000010251999, 0.2483000010251999, 0.22619999945163727]]","[[0.19760000705718994, 0.1875, 0.1808999925851822, 0.1808999925851822, 0.17630000412464142], [0.1680999994277954, 0.18039999902248383, 0.17419999837875366, 0.17419999837875366, 0.21050000190734863], [0.1988999992609024, 0.25290000438690186, 0.2689000070095062, 0.2689000070095062, 0.26739999651908875], [0.22609999775886536, 0.3377000093460083, 0.2160000056028366, 0.2160000056028366, 0.20000000298023224], [0.19830000400543213, 0.24390000104904175, 0.18690000474452972, 0.18690000474452972, 0.17319999635219574]]","[[0.10589999705553055, 0.09030000120401382, 0.09070000052452087, 0.09070000052452087, 0.08460000157356262], [0.09019999951124191, 0.10289999842643738, 0.09179999679327011, 0.09179999679327011, 0.10610000044107437], [0.10379999876022339, 0.19920000433921814, 0.25189998745918274, 0.25189998745918274, 0.18119999766349792], [0.1071000024676323, 0.243599995970726, 0.12479999661445618, 0.12479999661445618, 0.11400000005960464], [0.08900000154972076, 0.10869999974966049, 0.10649999976158142, 0.10649999976158142, 0.07769999653100967]]","[[0.12610000371932983, 0.10649999976158142, 0.10499999672174454, 0.10499999672174454, 0.10000000149011612], [0.10580000281333923, 0.11649999767541885, 0.10369999706745148, 0.10369999706745148, 0.12399999797344208], [0.12150000035762787, 0.2240000069141388, 0.27230000495910645, 0.27230000495910645, 0.20990000665187836], [0.1264999955892563, 0.257999986410141, 0.1485999971628189, 0.1485999971628189, 0.13259999454021454], [0.1111999973654747, 0.1216999962925911, 0.12020000070333481, 0.12020000070333481, 0.09790000319480896]]","[[0.1467999964952469, 0.13269999623298645, 0.13609999418258667, 0.13609999418258667, 0.12309999763965607], [0.11869999766349792, 0.14229999482631683, 0.12559999525547028, 0.12559999525547028, 0.14409999549388885], [0.14470000565052032, 0.25440001487731934, 0.29919999837875366, 0.29919999837875366, 0.23739999532699585], [0.1517000049352646, 0.2793999910354614, 0.16590000689029694, 0.16590000689029694, 0.15039999783039093], [0.14249999821186066, 0.15839999914169312, 0.15000000596046448, 0.15000000596046448, 0.12129999697208405]]","[[0.17100000381469727, 0.15790000557899475, 0.15940000116825104, 0.15940000116825104, 0.14720000326633453], [0.14229999482631683, 0.16040000319480896, 0.15080000460147858, 0.15080000460147858, 0.16429999470710754], [0.1679999977350235, 0.2782999873161316, 0.31700000166893005, 0.31700000166893005, 0.25760000944137573], [0.1754000037908554, 0.30140000581741333, 0.1987999975681305, 0.1987999975681305, 0.18170000612735748], [0.1687999963760376, 0.18080000579357147, 0.16750000417232513, 0.16750000417232513, 0.14720000326633453]]","[[0.22949999570846558, 0.21209999918937683, 0.22689999639987946, 0.22689999639987946, 0.20730000734329224], [0.2004999965429306, 0.2061000019311905, 0.20800000429153442, 0.20800000429153442, 0.19990000128746033], [0.20270000398159027, 0.2888000011444092, 0.31610000133514404, 0.31610000133514404, 0.26980000734329224], [0.2125999927520752, 0.30820000171661377, 0.24009999632835388, 0.24009999632835388, 0.22139999270439148], [0.21439999341964722, 0.21819999814033508, 0.22059999406337738, 0.22059999406337738, 0.21780000627040863]]","[[0.2612000107765198, 0.24310000240802765, 0.26820001006126404, 0.26820001006126404, 0.24300000071525574], [0.2280000001192093, 0.2434999942779541, 0.24500000476837158, 0.24500000476837158, 0.2248000055551529], [0.22139999270439148, 0.3027999997138977, 0.3203999996185303, 0.3203999996185303, 0.27950000762939453], [0.2313999980688095, 0.3098999857902527, 0.26159998774528503, 0.26159998774528503, 0.24269999563694], [0.2467000037431717, 0.24160000681877136, 0.25200000405311584, 0.25200000405311584, 0.2572000026702881]]","[[0.27219998836517334, 0.2485000044107437, 0.27799999713897705, 0.27799999713897705, 0.25049999356269836], [0.23759999871253967, 0.24560000002384186, 0.2515000104904175, 0.2515000104904175, 0.23100000619888306], [0.22589999437332153, 0.3025999963283539, 0.32760000228881836, 0.32760000228881836, 0.28870001435279846], [0.23839999735355377, 0.31279999017715454, 0.26260000467300415, 0.26260000467300415, 0.24969999492168427], [0.2538999915122986, 0.2513999938964844, 0.26010000705718994, 0.26010000705718994, 0.2635999917984009]]","[[0.2793000042438507, 0.267300009727478, 0.2921000123023987, 0.2921000123023987, 0.2671000063419342], [0.24940000474452972, 0.2612999975681305, 0.2635999917984009, 0.2635999917984009, 0.24400000274181366], [0.2303999960422516, 0.30250000953674316, 0.32510000467300415, 0.32510000467300415, 0.28999999165534973], [0.250900000333786, 0.3138999938964844, 0.27720001339912415, 0.27720001339912415, 0.2612000107765198], [0.26969999074935913, 0.2624000012874603, 0.27469998598098755, 0.27469998598098755, 0.2806999981403351]]",0,0.8122526467911878
"[[0.3188927335640138, 0.33685505574778934, 0.33685505574778934, 0.33685505574778934, 0.33685505574778934], [0.3014225297962323, 0.3278123798539023, 0.3278123798539023, 0.3278123798539023, 0.33685505574778934], [0.3188927335640138, 0.3278123798539023, 0.3278123798539023, 0.3278123798539023, 0.33685505574778934], [0.3278123798539023, 0.33685505574778934, 0.33685505574778934, 0.33685505574778934, 0.33685505574778934], [0.3278123798539023, 0.33685505574778934, 0.33685505574778934, 0.33685505574778934, 0.33685505574778934]]","[[0.11909265667051133, 0.11909265667051133, 0.11909265667051133, 0.11909265667051133, 0.11909265667051133], [0.11374086889657825, 0.11909265667051133, 0.11909265667051133, 0.11909265667051133, 0.11909265667051133], [0.1085121107266436, 0.11374086889657825, 0.11374086889657825, 0.11909265667051133, 0.11909265667051133], [0.11374086889657825, 0.11374086889657825, 0.11374086889657825, 0.11374086889657825, 0.11374086889657825], [0.11374086889657825, 0.11374086889657825, 0.11374086889657825, 0.11374086889657825, 0.11374086889657825]]","[[-0.15378700499807765, -0.16633602460592078, -0.16633602460592078, -0.16633602460592078, -0.16633602460592078], [-0.14173010380622836, -0.16633602460592078, -0.16633602460592078, -0.16633602460592078, -0.16633602460592078], [-0.16000000000000003, -0.16633602460592078, -0.16633602460592078, -0.16633602460592078, -0.16633602460592078], [-0.16633602460592078, -0.16633602460592078, -0.16633602460592078, -0.16633602460592078, -0.16633602460592078], [-0.16633602460592078, -0.16633602460592078, -0.16633602460592078, -0.16633602460592078, -0.16633602460592078]]","[[0.08421376393694734, 0.07535563244905807, 0.07535563244905807, 0.07535563244905807, 0.07535563244905807], [0.08882737408688965, 0.07972318339100345, 0.07972318339100345, 0.07535563244905807, 0.07535563244905807], [0.07535563244905807, 0.07535563244905807, 0.07535563244905807, 0.07535563244905807, 0.07535563244905807], [0.07535563244905807, 0.07535563244905807, 0.07535563244905807, 0.07535563244905807, 0.07111111111111111], [0.07535563244905807, 0.07111111111111111, 0.07111111111111111, 0.07535563244905807, 0.07535563244905807]]","[[0.2761399461745483, 0.2761399461745483, 0.2761399461745483, 0.2761399461745483, 0.2761399461745483], [0.2761399461745483, 0.2761399461745483, 0.2761399461745483, 0.2761399461745483, 0.2761399461745483], [0.2761399461745483, 0.2761399461745483, 0.2761399461745483, 0.2761399461745483, 0.2761399461745483], [0.2761399461745483, 0.2761399461745483, 0.2761399461745483, 0.2761399461745483, 0.2761399461745483], [0.2761399461745483, 0.2761399461745483, 0.2761399461745483, 0.2761399461745483, 0.2761399461745483]]","[[0.013116667047142982, 0.00536875007674098, 0.00536875007674098, 0.009724999777972698, 0.01054999977350235], [0.013919999822974205, 0.009066666476428509, 0.009066666476428509, 0.005545454565435648, 0.011950000189244747], [0.008866666816174984, 0.005213333293795586, 0.005213333293795586, 0.005218181759119034, 0.010850000195205212], [0.008340000174939632, 0.005400000140070915, 0.005400000140070915, 0.005200000014156103, 0.005049999803304672], [0.008500000461935997, 0.005263636354357004, 0.005263636354357004, 0.0051428573206067085, 0.005188888870179653]]","[[0.011474999599158764, 0.006674999836832285, 0.006674999836832285, 0.00853333342820406, 0.010374999605119228], [0.012900000438094139, 0.007166666444391012, 0.007166666444391012, 0.007000000216066837, 0.011350000277161598], [0.008828571066260338, 0.005530000198632479, 0.005530000198632479, 0.0059285713359713554, 0.01071999967098236], [0.007499999832361937, 0.006899999920278788, 0.006899999920278788, 0.006825000047683716, 0.007199999876320362], [0.007443333510309458, 0.0071749999187886715, 0.0071749999187886715, 0.0057749999687075615, 0.005619999952614307]]","[[0.04391666501760483, 0.03468333184719086, 0.03468333184719086, 0.034575000405311584, 0.03477000072598457], [0.057733334600925446, 0.034173332154750824, 0.034173332154750824, 0.03481818363070488, 0.034530770033597946], [0.05355000123381615, 0.03465714305639267, 0.03465714305639267, 0.034836363047361374, 0.03491666540503502], [0.03484285622835159, 0.03397272899746895, 0.03397272899746895, 0.03453333303332329, 0.03470909222960472], [0.03463571518659592, 0.03471538424491882, 0.03471538424491882, 0.03423333168029785, 0.034754544496536255]]","[[0.04087499901652336, 0.03274000063538551, 0.03274000063538551, 0.03334285691380501, 0.03395000100135803], [0.05286666750907898, 0.033012498170137405, 0.033012498170137405, 0.03321250155568123, 0.033571429550647736], [0.04803333431482315, 0.03420000150799751, 0.03420000150799751, 0.03400000184774399, 0.033799998462200165], [0.03265714272856712, 0.034219998866319656, 0.034219998866319656, 0.03283333405852318, 0.033266667276620865], [0.03200000151991844, 0.03200000151991844, 0.03200000151991844, 0.03200000151991844, 0.03246250003576279]]","[[0.023336363956332207, 0.017909999936819077, 0.017909999936819077, 0.017516667023301125, 0.01759999990463257], [0.03265000134706497, 0.01805555634200573, 0.01805555634200573, 0.017774999141693115, 0.01848333328962326], [0.0294599998742342, 0.01743750087916851, 0.01743750087916851, 0.017257142812013626, 0.018314285203814507], [0.01783750019967556, 0.01706250011920929, 0.01706250011920929, 0.016671428456902504, 0.016855554655194283], [0.017972726374864578, 0.01679999940097332, 0.01679999940097332, 0.01730000041425228, 0.018324999138712883]]","[[0.020674999803304672, 0.018283333629369736, 0.018283333629369736, 0.016899999231100082, 0.017474999651312828], [0.02993750013411045, 0.01810000091791153, 0.01810000091791153, 0.017242856323719025, 0.017920000478625298], [0.023413334041833878, 0.014315789565443993, 0.014315789565443993, 0.016233332455158234, 0.017650000751018524], [0.015168947167694569, 0.016371428966522217, 0.016371428966522217, 0.01245714258402586, 0.012627777643501759], [0.01782499998807907, 0.014422105625271797, 0.014422105625271797, 0.01424111146479845, 0.016899999231100082]]","[[0.019785713404417038, 0.011823076754808426, 0.011823076754808426, 0.01653333380818367, 0.011824999935925007], [0.023250000551342964, 0.014480000361800194, 0.014480000361800194, 0.01119999960064888, 0.011492307297885418], [0.019349999725818634, 0.011883333325386047, 0.011883333325386047, 0.013333333656191826, 0.01234615407884121], [0.011699999682605267, 0.011753333732485771, 0.011753333732485771, 0.011586667038500309, 0.011233333498239517], [0.01121333334594965, 0.01151250023394823, 0.01151250023394823, 0.010999999940395355, 0.011423076502978802]]","[[0.019600000232458115, 0.010924999602138996, 0.010924999602138996, 0.0138349998742342, 0.01200909074395895], [0.02359761856496334, 0.01439874991774559, 0.01439874991774559, 0.01135555561631918, 0.011546153575181961], [0.019349999725818634, 0.01131538487970829, 0.01131538487970829, 0.01127692312002182, 0.012441666796803474], [0.01131538487970829, 0.011186666786670685, 0.011186666786670685, 0.011239999905228615, 0.01078666653484106], [0.011446153745055199, 0.010353333316743374, 0.010353333316743374, 0.011092307977378368, 0.011492307297885418]]","[[0.0182571429759264, 0.01122666709125042, 0.01122666709125042, 0.011223076842725277, 0.011242857202887535], [0.026366665959358215, 0.010854545049369335, 0.010854545049369335, 0.010714286006987095, 0.011514285579323769], [0.019440000876784325, 0.011749999597668648, 0.011749999597668648, 0.013283333741128445, 0.013883333653211594], [0.010850000195205212, 0.01087142899632454, 0.01087142899632454, 0.010706249624490738, 0.010693333111703396], [0.01104285754263401, 0.01119230780750513, 0.01119230780750513, 0.009878571145236492, 0.009992307983338833]]","[[0.01797500066459179, 0.01013999991118908, 0.01013999991118908, 0.010818181559443474, 0.011241666972637177], [0.02280714362859726, 0.010625000111758709, 0.010625000111758709, 0.009840000420808792, 0.01119999960064888], [0.018066667020320892, 0.011608333326876163, 0.011608333326876163, 0.010172727517783642, 0.010950000025331974], [0.010561538860201836, 0.011021428741514683, 0.011021428741514683, 0.009399999864399433, 0.010400000028312206], [0.010933333076536655, 0.009830769151449203, 0.009830769151449203, 0.009623076766729355, 0.01020769216120243]]",11,0.6608966293233809
